time,EngineState,MotorSpeed,Bat,Ie,Power,MotorTemp,InvTemp,PCodeActive,EthtDeg,Enc485Pos,Enc6825Pos,HALL_U,HALL_V,HALL_W,HALL_Idx,EncABZLine,EncABZCw,Enc485Cw,Enc6825Cw,SMO_U,SMO_E,SMO_I,SMO_EstI,OBS_ThtCorr,OBS_ThtDiff,OBS_ThtErr,Hall_Tht1,Hall_Tht2,Hall_Tht3,Hall_Tht4,Hall_Tht5,Hall_Tht6,OBS_ThtCorr1,OBS_ThtCorr2,OBS_ThtCorr3,OBS_ThtCorr4,OBS_ThtCorr5,OBS_ThtCorr6,OBS_ThtCorr7,OBS_ThtCorr8,OBS_ThtCorr9,OBS_ThtCorr10,OBS_ThtCorr11,OBS_ThtCorr12,OBS_ThtCorr13,OBS_ThtCorr14,OBS_ThtCorr15,OBS_ThtCorr16,OBS_ThtCorr17,
7-5_15:46:03.1669546,3,31364,139.66,0.0156,0.002,29.74,250,0,342,0,65535,0,0,0,0,0,0,0,0,137.55,603.25,0,1.2109,43,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:03.4531603,3,32632,139.66,0,0,29.71,250,0,152,0,65535,0,0,0,0,0,0,0,0,138.17,620.08,0.0078,2.1562,-43,-1,-152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:03.7221463,3,32310,139.66,0,0,29.64,250,0,89,0,65535,0,0,0,0,0,0,0,0,138.62,632.39,0.0078,2.3125,42,1,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:04.0074433,3,31804,139.66,0,0,29.6,250,0,265,0,65535,0,0,0,0,0,0,0,0,138.92,581.11,0,1.6797,-43,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:04.2773262,3,32375,139.66,0,0,29.59,250,0,150,0,65535,0,0,0,0,0,0,0,0,139.14,594.38,0.0078,1.6562,42,4,-150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:04.5476802,3,32682,139.66,0,0,29.55,250,0,327,0,65535,0,0,0,0,0,0,0,0,139.28,670.67,0.0078,3.1641,-43,-1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:04.8316180,3,29510,139.66,0,0,29.53,250,0,135,0,65535,0,0,0,0,0,0,0,0,139.41,550.81,0,2.9688,42,6,-135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:05.0847058,3,32332,139.66,0,0,29.48,250,0,178,0,65535,0,0,0,0,0,0,0,0,139.47,522.14,0.0078,1.0547,42,17,-178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:05.3709576,3,30338,139.66,0,0,29.48,250,0,8,0,65535,0,0,0,0,0,0,0,0,139.53,524.12,0,1.1406,42,11,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:05.6392570,3,30330,139.66,0,0,29.47,250,0,202,0,65535,0,0,0,0,0,0,0,0,139.56,520.88,0,1.4766,42,7,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:05.9081092,3,31262,139.66,0,0,29.44,250,0,195,0,65535,0,0,0,0,0,0,0,0,139.58,575.77,0.0078,2.2344,-43,-2,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:06.1929536,3,31790,139.66,0,0,29.43,250,0,70,0,65535,0,0,0,0,0,0,0,0,139.61,578.06,0,1.9531,42,3,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:06.4651857,3,31267,139.66,0,0,29.41,250,0,207,0,65535,0,0,0,0,0,0,0,0,139.61,677.39,0.0078,2.9609,-43,3,-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:06.7493365,3,32459,139.66,0,0,29.38,250,0,276,0,65535,0,0,0,0,0,0,0,0,139.62,583.05,0,2.2188,42,3,-103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:07.0026653,3,30185,139.66,0,0,29.36,250,0,309,0,65535,0,0,0,0,0,0,0,0,139.62,711.23,0.0156,1.6328,42,0,-135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:07.2904748,3,29437,139.66,0,0,29.35,250,0,351,0,65535,0,0,0,0,0,0,0,0,139.64,568.61,0,0.9688,42,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:07.5577274,3,30351,139.66,0,0,29.34,250,0,84,0,65535,0,0,0,0,0,0,0,0,139.64,391,0.0078,1.5156,42,2,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:07.8278533,3,32687,139.66,0,0,29.32,250,0,54,0,65535,0,0,0,0,0,0,0,0,139.64,598.59,0,2.1875,-43,1,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:08.1117839,3,32684,139.66,0,0,29.3,250,0,279,0,65535,0,0,0,0,0,0,0,0,139.64,691.17,0.0078,2.3359,-43,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:08.3820668,3,31522,139.66,0,0,29.27,250,0,48,0,65535,0,0,0,0,0,0,0,0,139.64,779.67,0.0078,2.0469,-43,-3,-149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:08.6669939,3,29307,139.61,0,0,29.27,250,0,248,0,65535,0,0,0,0,0,0,0,0,139.64,550.88,0.0078,1.4062,42,4,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:08.9212810,3,30882,139.66,0,0,29.27,250,0,273,0,65535,0,0,0,0,0,0,0,0,139.64,691,0.0156,1.0469,42,10,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:09.1722508,3,29282,139.66,0,0,29.26,250,0,214,0,65535,0,0,0,0,0,0,0,0,139.64,680.62,0.0078,1.0156,42,11,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:09.4567624,3,31094,139.66,0,0,29.23,250,0,345,0,65535,0,0,0,0,0,0,0,0,139.66,595.8,0.0078,2.4062,-43,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:09.7270761,3,31399,139.66,0,0,29.21,250,0,138,0,65535,0,0,0,0,0,0,0,0,139.66,612.88,0.0078,1.3672,-43,12,-138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:10.0142838,3,30885,139.66,0,0,29.2,250,0,274,0,65535,0,0,0,0,0,0,0,0,139.66,614.22,0.0078,2.0312,42,13,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:10.2686329,3,30329,139.66,0,0,29.2,250,0,96,0,65535,0,0,0,0,0,0,0,0,139.66,553.77,0.0078,2,42,-1,-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:10.5538311,3,30780,139.66,0,0,29.18,250,0,319,0,65535,0,0,0,0,0,0,0,0,139.66,492.39,0,0.9688,42,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:10.8231295,3,32516,139.66,0,0,29.16,250,0,68,0,65535,0,0,0,0,0,0,0,0,139.66,537.98,0,1.2344,-43,5,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7-5_15:46:11.1093424,3,32506,139.66,0,0,29.16,250,0,58,0,65535,0,0,0,0,0,0,0,0,139.66,474.83,0.0078,1.7266,42,-6,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
